item_id	genre	text_id	sentence_n	target_word	part_of_speech	novelty_score	type	text	intention_1	intention_2	intention_3	comments
BPA1402154023	FICTION	bpa-fragment14	2154	parachutist	NN1	0.667	direct	Delaney took risks , plummeting feet first through the hatchways , and partly breaking his descent with the handrails , falling like a <b>parachutist</b> , rolling instantly deploying his Uzi against …	Visualization			
BPA1402160002	FICTION	bpa-fragment14	2160	box	NN1	0.25	indirect	Pandora 's <b>Box</b> ?	Social interaction			more context, hinges on knowledge of Pandora's myth
BPA1402162002	FICTION	bpa-fragment14	2162	stroboscopic	AJ0	0.571	indirect	In the <b>stroboscopic</b> view , the giant pistons were the only things moving — until a figure detached itself from the wall , its grey colour exactly that of the background steel .	Lexicalized metaphor			If I get it right there is no connotation here
BPA1402163002	FICTION	bpa-fragment14	2163	chameleon	NN1	0.5	direct	Like a <b>chameleon</b> , it moved out of the aisle between machines , then stopped , and became utterly motionless .	Visualization			
BPA1402180004	FICTION	bpa-fragment14	2180	dummy	NN1	0.235	indirect	George , the sacrificial <b>dummy</b> , had n't emitted a squeak for a long time .	Lexicalized metaphor			swear 
BPA1402192008	FICTION	bpa-fragment14	2192	port	NN1	0.324	indirect	Instantly alert , Forster checked through his spy <b>port</b> .	Lexicalized metaphor			more context
BPA1402203019	FICTION	bpa-fragment14	2203	lizard	NN1	0.258	direct	When she checked through the spyhole it was standing in exactly the same spot , unmoving , like a <b>lizard</b> .	Visualization			
BPA1402220003	FICTION	bpa-fragment14	2220	sharp	AJ0-AV0	0.242	indirect	His tone was <b>sharp</b> .	Visualization			
BPA1402228001	FICTION	bpa-fragment14	2228	avert	VVD	0.5	indirect	Delaney <b>averted</b> his gaze from her , afraid of what he had seen in her eyes .	Visualization			
BPA1402315009	FICTION	bpa-fragment14	2315	hissing	AJ0-NN1	0.516	indirect	Forster reached for his mask , just as the <b>hissing</b> gas noise sounded right on top of him , ending with a little shriek .	Visualization			
BPA1402323008	FICTION	bpa-fragment14	2323	snake		0.167	direct	But it struck with the speed of an <b>attacking snake</b> .	Visualization			
C8T0100002005	FICTION	c8t-fragment01	2	tentacle	NN2	0.562	indirect	Once free of the knotted <b>tentacles</b> of the eastern suburbs , Dalgliesh made good time and by three he was driving through Lydsett village .	Persuasiveness			
C8T0100003029	FICTION	c8t-fragment01	3	golden	AJ0	0.455	indirect	Here a right turn took him off the coastal road on to what was little more than a smoothly macadamed track bordered by water-filled ditches and fringed by a <b>golden</b> haze of reeds , their lumbered heads straining in the wind .	Visualization			
C8T0100003035	FICTION	c8t-fragment01	3	lumbered	AJ0	0.455	indirect	Here a right turn took him off the coastal road on to what was little more than a smoothly macadamed track bordered by water-filled ditches and fringed by a golden haze of reeds , their <b>lumbered</b> heads straining in the wind .	Visualization	Lexicalized metaphor		
C8T0100004036	FICTION	c8t-fragment01	4	struggle	VVD	0.333	indirect	And now , for the first time , he thought that he could smell the North Sea , that potent but half-illusory tang evoking nostalgic memories of childhood holidays , of solitary adolescent walks as he <b>struggled</b> with his first poems , of his aunt 's tall figure at his side , binoculars round her neck , striding towards the haunts of her beloved birds .	Lexicalized metaphor			
C8T0100006018	FICTION	c8t-fragment01	6	cut		0.187	direct	Its continued presence always surprised him since it served no purpose that he could see except symbolically to <b>cut off the headland</b> and to give travellers pause to consider whether they really wanted to continue .	Heuristic reasoning			
C8T0100007062	FICTION	c8t-fragment01	7	alien	AJ0	0.529	indirect	It swung open at his touch but closing it , as always , was more difficult and he lugged and half lifted it into place and slipped the circle of wire over the gatepost with a familiar sensation of having turned his back on the workaday world and entered country which , no matter how frequent his visits , would always be <b>alien</b> territory .	Artistic metaphor			
C8T0100010021	FICTION	c8t-fragment01	10	pillbox	NN1	0.485	indirect	To his right the ground rose gently towards the southern cliffs and he could see the dark mouth of a concrete <b>pillbox</b> , undemolished since the war , and as seemingly indestructible as the great hulks of wave-battered concrete , remnants of the old fortifications which lay half-submerged in the sand along part of the beach .	Lexicalized metaphor			technical language
C8T0100011014	FICTION	c8t-fragment01	11	golden	AJ0	0.471	indirect	To the north the broken arches and stumps of the ruined Benedictine abbey gleamed <b>golden</b> in the afternoon sun against the crinkled blue of the sea and , breasting a small ridge , he glimpsed for the first time the topsail of Larksoken Mill and beyond it , against the skyline , the great grey bulk of Larksoken Nuclear power Station .	Lexicalized metaphor			
C8T0100012006	FICTION	c8t-fragment01	12	veer	VVG	0.469	indirect	The road he was on , <b>veering</b> left , would lead eventually to the station but was , he knew , seldom used since normal traffic and all heavy vehicles used the new access road to the north .	Lexicalized metaphor			
C8T0100013006	FICTION	c8t-fragment01	13	bare	AJ0	0.333	indirect	The headland was empty and almost <b>bare</b> , the few straggling trees , distorted by the wind , struggled to keep their precarious hold in the uncompromising soil .	Visualization			
C8T0100013010	FICTION	c8t-fragment01	13	straggling	AJ0	0.467	indirect	The headland was empty and almost bare , the few <b>straggling</b> trees , distorted by the wind , struggled to keep their precarious hold in the uncompromising soil .	Visualization			
C8T0100013026	FICTION	c8t-fragment01	13	uncompromising	AJ0	0.576	indirect	The headland was empty and almost bare , the few straggling trees , distorted by the wind , struggled to keep their precarious hold in the <b>uncompromising</b> soil .	Artistic metaphor			not sure
C8T0100014021	FICTION	c8t-fragment01	14	desolate	AJ0	0.529	indirect	And now he was passing a second and more dilapidated pillbox and it struck him that the whole headland had the <b>desolate</b> look of an old battlefield , the corpses long since carted away but the air vibrating still with the gunfire of long-lost battles , while the power station loomed over it like a grandiose modern monument to the unknown dead .	Visualization	Persuasiveness		
C8T0100014055	FICTION	c8t-fragment01	14	monument		0.159	direct	And now he was passing a second and more dilapidated pillbox and it struck him that the whole headland had the desolate look of an old battlefield , the corpses long since carted away but the air vibrating still with the gunfire of long-lost battles , while the power station loomed over it like a <b>grandiose modern monument to the unknown dead </b>.	Artistic metaphor	Heuristic reasoning		
C8T0100032013	FICTION	c8t-fragment01	32	predestined	AJ0	0.618	indirect	Once she knew you were on your way to Norfolk you were a <b>predestined</b> victim .	Persuasiveness	Heuristic reasoning		
C8T0100036052	FICTION	c8t-fragment01	36	invader	NN2	0.324	indirect	But seen face to face , even in the informality of her own house , the absence of a spark of sexuality and , he sensed , a deep-seated reserve , made her seem less feminine and more formidable than he had expected , and she held herself stiffly as if repelling <b>invaders</b> of her personal space .	Visualization	Artistic metaphor		
C8T0100041049	FICTION	c8t-fragment01	41	shethe	VVG	0.312	indirect	The right-hand half of the room was a well-equipped kitchen with a large gas stove and an Aga , a butcher 's chopping block , a dresser to the right of the door holding an assortment of gleaming pots , and a long working surface with a wooden triangle <b>sheathing</b> her assortment of knives .	Visualization			
C8T0100048049	FICTION	c8t-fragment01	48	well-fed	AJ0	0.559	indirect	Was it the faint smell of herbs and newly baked dough , the soft ticking of the wall-mounted clock which seemed both to mark the passing seconds and yet to hold time in thrall , the rhythmic moaning of the sea through the half-open door , the sense of <b>well-fed</b> ease conveyed by the two cushioned armchairs , the open hearth ?	Artistic metaphor			
C8T0100090009	FICTION	c8t-fragment01	90	swathe	NN1	0.559	indirect	This time the front door was open and a <b>swathe</b> of sunlight lay across the red-tiled floor .	Visualization			
C8T0100098019	FICTION	c8t-fragment01	98	self-containment	NN1-AJ0	0.469	indirect	He was aware of an almost imperceptible withdrawing , more emotional than physical , a small delicate gesture of <b>self-containment</b> .	Lexicalized metaphor			
C8T0100106006	FICTION	c8t-fragment01	106	interference	NN1	0.529	indirect	But Ryan Blaney does n't welcome <b>interference</b> .	Persuasiveness			more context
C8T0100115030	FICTION	c8t-fragment01	115	wary	AJ0	0.265	indirect	She reminded him of pictures of the young Elizabeth Tudor , the same red-gold hair framing a curiously adult face both secretive and self-composed , the same sharp nose and <b>wary</b> eyes .	Visualization			
C8T0100116019	FICTION	c8t-fragment01	116	shy	AJ0	0.206	indirect	The faces of the twins , softer editions of her own , turned towards her questioningly then broke into <b>shy</b> smiles .	Artistic metaphor	Visualization		note: from abstract to concrete
C8T0100122019	FICTION	c8t-fragment01	122	rag		0.05	direct	It was too large for her and the wide sleeves of limp cotton hung from her freckled arms like <b>rags thrown over a stick </b>.	Visualization			
C8T0100123046	FICTION	c8t-fragment01	123	imperious		0.431	direct	In contrast to his sisters , Anthony was over-clad , a bundle of leggings , jumper and a padded jacket topped with a woollen helmet with a bobble pulled well down over his forehead , beneath which he surveyed their busyness , unsmiling , like a <b>stout imperious</b> Caesar .	Visualization			
C8T0100124017	FICTION	c8t-fragment01	124	anatomy	NN1	0.364	indirect	Dalgliesh got out of the Jaguar and tried to extricate him from the pushchair , but the <b>anatomy</b> of the chair momentarily defeated him .	Visualization			not sure
C8T0100126011	FICTION	c8t-fragment01	126	manoeuvre		0.243	direct	The solid uncooperative bundle was surprisingly heavy ; it was like <b>trying to manoeuvre a firm and rather smelly poultice</b> .	Visualization			
C8T0100129030	FICTION	c8t-fragment01	129	petal		0.302	direct	Anthony , recognizing incompetence , grasped Dalgliesh 's hair firmly with a sticky hand and he felt the momentary touch of a cheek , so soft that it was like <b>the fall of a petal</b> .	Visualization			
CB50203185002	FICTION	cb5-fragment02	3185	retain	VVD	0.312	indirect	She still <b>retained</b> her English habit of noting each day 's weather , always expecting changes , marvelling at the hot sunny days which followed one after the other , almost with monotony .	Lexicalized metaphor			
CB50203229001	FICTION	cb5-fragment02	3229	surge	VVD	0.265	indirect	Relief <b>surged</b> through her like a physical infusion of new blood .	Visualization			
CB50203229006	FICTION	cb5-fragment02	3229	infusion		0.13	direct	Relief surged through her like a <b>physical infusion of new blood </b> .	Visualization			
CB50203252011	FICTION	cb5-fragment02	3252	lurch	VVD	0.312	indirect	Ruth could think of few worse fates , but her stomach <b>lurched</b> at the thought of leaving Millfield .	Visualization			
CB50203264011	FICTION	cb5-fragment02	3264	world		-0.24	direct	To her , the long summer days had stretched ahead , <b>world without end </b>.	Artistic metaphor			
CB50203309006	FICTION	cb5-fragment02	3309	ebb	NN1	0.242	indirect	Her spirits were at their lowest <b>ebb</b> .	Visualization	Lexicalized metaphor		
CB50203321002	FICTION	cb5-fragment02	3321	flare	VVG	0.5	indirect	Torchlights , <b>flaring</b> against the night sky and reflected in the water , had been set up wherever it was suitable .	Visualization			
CB50203327008	FICTION	cb5-fragment02	3327	drift	VVG	0.452	indirect	She fell asleep to the sound of music <b>drifting</b> upwards from the drawing-room .	Visualization			not sure
CB50203345008	FICTION	cb5-fragment02	3345	bewitching	NN1-VVG	0.656	indirect	He would not tell her , this funny <b>bewitching</b> little English girl , that he had come to her first because he could not keep away from her .	Lexicalized metaphor			
CB50203383036	FICTION	cb5-fragment02	3383	bursting		0.118	direct	He was a skilful lover : tender and gentle in the beginning , then powerful , persistent , rough almost — until , his passion rising in harmony with hers , the climax came like the <b>bursting of a thousand stars </b>, like the beginning and ending of the world .	Artistic metaphor	Visualization		
CB50203383043	FICTION	cb5-fragment02	3383	world		-0.071	direct	He was a skilful lover : tender and gentle in the beginning , then powerful , persistent , rough almost — until , his passion rising in harmony with hers , the climax came like the bursting of a thousand stars , like <b>the beginning and ending of the world</b> .	Artistic metaphor			
CB50203388004	FICTION	cb5-fragment02	3388	sorceress	NN1	0.333	indirect	‘ You are a <b>sorceress</b> , ’ he told her when it was all over .	Social interaction			liked to cultural connotations
CB50203389002	FICTION	cb5-fragment02	3389	enchantress	NN1	0.25	indirect	‘ An <b>enchantress</b> .	Persuasiveness			more context
CCW0301565031	FICTION	ccw-fragment03	1565	strew	VVN	0.588	indirect	It was an excitement that matched my own , for I had never sailed the South Seas and I had long dreamed of that scatter of tiny , magically named islands <b>strewn</b> across one third of a globe .	Explanation			
CCW0301577012	FICTION	ccw-fragment03	1577	crudely	AV0	0.694	indirect	A large sports-fishing boat was moored alongside Wavebreaker , but moored so <b>crudely</b> that whoever had brought the powerboat alongside the schooner had not bothered to put out fenders , but instead had gouged long ugly gashes in Wavebreaker 's white paint .	Lexicalized metaphor			
CCW0301579012	FICTION	ccw-fragment03	1579	sleekly	AV0	0.559	indirect	There was nothing wrong with the boat 's lines , which were <b>sleekly</b> functional , but her long powerful hull , her upperworks , and even the interior of her capacious working deck had all been painted with a wartime dazzle paint .	Lexicalized metaphor			
CCW0301580027	FICTION	ccw-fragment03	1580	prying	AJ0-NN1	0.588	indirect	The seemingly random and jagged-edged pattern of blue , black , silver , green and white had been designed to disguise a boat 's shape from the <b>prying</b> eyes of U-Boat captains , so it seemed somewhat fanciful to thus camouflage a pleasure boat in the Bahamas .	Artistic metaphor	Visualization		
CCW0301581013	FICTION	ccw-fragment03	1581	infant	NN1	0.303	indirect	This boat was called Dream Baby , and she was clearly an expensive <b>infant</b> for rods and whip-aerials and outriggers splayed from her upperworks like the antennae of some outlandish insect .	Argumentative metaphor	Persuasiveness		
CCW0301581017	FICTION	ccw-fragment03	1581	whip-aerial	NN2	0.543	indirect	This boat was called Dream Baby , and she was clearly an expensive infant for rods and <b>whip-</b>aerials and outriggers splayed from her upperworks like the antennae of some outlandish insect .	Visualization			
CCW0301581026	FICTION	ccw-fragment03	1581	antennae		0.305	direct	This boat was called Dream Baby , and she was clearly an expensive infant for rods and whip-aerials and outriggers splayed from her upperworks like the <b>antennae of some outlandish insect</b> .	Visualization			
CCW0301583018	FICTION	ccw-fragment03	1583	chair		0.061	direct	The fighting chair on her aft deck had thick white leather straps giving it the appearance of a <b>padded electric chair</b> , while the dazzle paint gave the boat an oddly military look that was completed by the number 666 that was painted on her bows in silver-edged black numerals like those warships use to display their commissioning numbers .	Visualization			
CCW0301584003	FICTION	ccw-fragment03	1584	wrap-around	NN1-AJ0	0.471	indirect	The boat 's <b>wrap-around</b> windscreens were made of black polarised glass which only added to Dream Baby 's ugly air of menace .	Visualization			
CCW0301592022	FICTION	ccw-fragment03	1592	sleekness	NN1	0.469	indirect	I had to paint the gashes as soon as possible so that rust would not begin to bite into Wavebreaker 's long <b>sleekness</b> .	Lexicalized metaphor			
CCW0301617017	FICTION	ccw-fragment03	1617	parchment	NN1	0.559	indirect	His long black hair was tied into its ponytail with a velvet ribbon , his skin was <b>parchment</b> pale , and his eyes dark .	Visualization			
CCW0301618055	FICTION	ccw-fragment03	1618	liberty	NN1	0.457	indirect	I put his age at forty , but even among men twenty years younger he would have been accounted handsome , and he knew it , for his expression showed both confidence and amusement as he continued to hold Ellen 's hand , and he showed even more amusement when she suddenly realised just what <b>liberty</b> she was thus granting him and jerked her fingers swiftly away .	Artistic metaphor			
CCW0301628009	FICTION	ccw-fragment03	1628	bestow	VVD	0.5	indirect	‘ No , ’ he said helpfully , then <b>bestowed</b> a patronising smile on me .	Lexicalized metaphor			
CCW0301640016	FICTION	ccw-fragment03	1640	transmute	VVI	0.333	indirect	Precautions will not conquer empires , they will not build great cities , they will not <b>transmute</b> dreams into gold or carry men across wide oceans , and precautions will not , emphatically not , win fair ladies , ’ and here he turned to Ellen and lasciviously dropped his gaze to her long bare legs .	Artistic metaphor			
CCW0301669001	FICTION	ccw-fragment03	1669	turn	VVD	0.206	indirect	He <b>turned</b> on me like a snake .	Lexicalized metaphor			
CCW0301669006	FICTION	ccw-fragment03	1669	snake	NN1	0.206	direct	He turned on me like a <b>snake</b> .	Artistic metaphor	Visualization		more context needed
CCW0401991008	FICTION	ccw-fragment04	1991	slice	VVG	0.343	indirect	We beat southwards all that first day , <b>slicing</b> through a glittering sea , and propelled by an apparently changeless south-easterly trade wind .	Visualization			
CCW0401993033	FICTION	ccw-fragment04	1993	bear		0.053	direct	They briefly appeared on deck for lunch ; a meal which Rickie hardly touched , while Robin-Anne , despite her apparent frailty , attacked the sandwiches and salad with the savagery of a <b>starving bear</b> .	Visualization			
CCW0401995008	FICTION	ccw-fragment04	1995	retreat	VVD	0.324	indirect	She did not stay there long , but <b>retreated</b> from the fierce sun to the stern-cabin that she would be sharing with Ellen .	Visualization			
CCW0401999004	FICTION	ccw-fragment04	1999	amused	AJ0	0.375	indirect	Ellen gave me an <b>amused</b> glance .	Lexicalized metaphor			
CCW0402007008	FICTION	ccw-fragment04	2007	verge	VVZ	0.265	indirect	She has an obsession with the drug that <b>verges</b> on monomania .	Persuasiveness	Lexicalized metaphor		
CCW0402010014	FICTION	ccw-fragment04	2010	tartly	AV0	0.618	indirect	‘ I think she 'd do better to understand herself , ’ Ellen said <b>tartly</b> .	Artistic metaphor			
CCW0402015036	FICTION	ccw-fragment04	2015	beetle		0.368	direct	‘ He 's precisely what anyone would expect of a drop-out Phys Ed basketball-playing retard , ’ Ellen said scornfully , ‘ by which I mean that he 's a jock with the brains of a <b>dung beetle</b> .	Humour			
CCW0402016005	FICTION	ccw-fragment04	2016	neanderthal	AJ0	0.469	indirect	He reminds me of your <b>Neanderthal</b> friend , the Maggot , except Rickie is a great deal more handsome . ’	Humour	Visualization		
CCW0402021014	FICTION	ccw-fragment04	2021	horse	NN1	0.091	direct	At supper , as at lunch , Robin-Anne ate with the appetite of a <b>horse</b> , though her brother hardly touched his chicken and pasta salad .	Visualization			
CCW0402030035	FICTION	ccw-fragment04	2030	hamper	VVI	0.455	indirect	For once we were carrying neither wine nor spirits on Wavebreaker , for Jackson Chatterton 's drug clinic had utterly forbidden us to offer the twins any alcohol , saying that any mood-altering drug could <b>hamper</b> the success of a detoxification programme .	Visualization			
CCW0402031005	FICTION	ccw-fragment04	2031	dry	AJ0	0.206	indirect	We were thus officially a <b>dry</b> boat , though I had hidden some Irish whiskey in the engine room , and I was sure that Ellen would have similarly salted away some vodka .	Social interaction			
CCW0402041011	FICTION	ccw-fragment04	2041	suggest	VVD	0.324	indirect	‘ A lighthouse ? ’ he asked in a voice which <b>suggested</b> that a prudent man avoided such things .	Lexicalized metaphor			
CCW0402050015	FICTION	ccw-fragment04	2050	thrash	VVI	0.455	indirect	I had nothing particular planned , merely an idea that it might be interesting to <b>thrash</b> our way out into the open ocean , though , mindful of the danger of tropical storms , I had no intention of going too far from the safe shelter of a Bahamian hurricane hole .	Visualization			
CCW0402077008	FICTION	ccw-fragment04	2077	prospect	NN1	0.25	indirect	Chatterton did not sound unduly worried at that <b>prospect</b> .	Lexicalized metaphor			
CCW0402081013	FICTION	ccw-fragment04	2081	heavy	AJ0	0.469	indirect	‘ That girl is serious about giving it up , real serious , <b>heavy</b> serious !	Visualization			
CCW0402120013	FICTION	ccw-fragment04	2120	contagious	AJ0	0.312	indirect	This time the pause was almost eloquent , then he gave a richly <b>contagious</b> laugh .	Visualization	Lexicalized metaphor		could be a lexicalized expression
CCW0402127006	FICTION	ccw-fragment04	2127	curl	VVG-NN1	0.559	indirect	I like to watch the phosphorescence <b>curling</b> away from the hull and I like to watch the brilliant specks of light fade in the black deep water far in the ship 's wake .	Lexicalized metaphor	Visualization		
CCW0402130071	FICTION	ccw-fragment04	2130	slice	NN2	0.455	indirect	The sounds are the same as those of daylight , yet somehow the night magnifies and sharpens the creak of a yielding block , the sigh of air over a shroud , the stretching of a sail , the hiss of water sliding sleek against the hull , the curl of a quarter-wave falling away , and the thump as a wave strikes the cutwater to be sheared into two bright <b>slices</b> of whiteness .	Visualization			
CCW0402131011	FICTION	ccw-fragment04	2131	slit	VVZ	0.382	indirect	I like the purposefulness of a boat at night as it <b>slits</b> a path across an empty planet .	Artistic metaphor			
CCW0402132027	FICTION	ccw-fragment04	2132	betrayal	NN1	0.514	indirect	I like the secretiveness of a boat in the blackness , when the only thing to dislike is the prospect of dawn , which seems like a <b>betrayal</b> because , at night , in a boat under sail , it is easy to feel very close to God — for eternity is all around .	Artistic metaphor	Heuristic reasoning		
CCW0402135027	FICTION	ccw-fragment04	2135	star-studded	AJ0	0.543	indirect	I wished that Ellen and Rickie would go to their beds , for the soft mutter of their voices was an intrusion on the dark and star-<b>studded</b> infinity through which I steered Wavebreaker .	Visualization			"not sure…is ""infinity"" the night sky?"
CDB0200359003	FICTION	cdb-fragment02	359	unwind	VVG	0.323	indirect	Adam Verne-Smith , <b>unwinding</b> in Puerto de la Cruz , did not of course see it .	Lexicalized metaphor			
CDB0200376009	FICTION	cdb-fragment02	376	curious	AJ0	0.515	indirect	The room in which they were sitting underwent the <b>curious</b> shrinking process to which it was subject whenever he was reminded of Wyvis Hall or his Uncle Hilbert or even if the county of Suffolk were mentioned .	Lexicalized metaphor			
CDB0200378011	FICTION	cdb-fragment02	378	move	VVN	0.065	direct	The brick side-wall of his neighbour 's house seemed to have <b>moved</b> itself four or five feet further towards the dividing fence , so that it loomed offensively .	Visualization	Humour		
CDB0200379010	FICTION	cdb-fragment02	379	pettish	AJ0	0.6	indirect	Lewis got up and pulled the curtains across with a <b>pettish</b> jerk of his hands .	Persuasiveness			not sure
CDB0200387025	FICTION	cdb-fragment02	387	footman		0.266	direct	‘ I sha n't wait till Adam returns , ’ Lewis said in that manner that had once led his daughter to call him the <b>Frog Footman</b> ,	Humour			metaphoric nickname
CDB0200413018	FICTION	cdb-fragment02	413	hang	VVD-AJ0	0.5	indirect	£45,000 was the asking price and I was not surprised that the sale , so to speak , <b>hung</b> fire .	Visualization			
CDB0200429010	FICTION	cdb-fragment02	429	rubbish	NN1	0.455	indirect	One thing about Zosie 's pilfering , she never stole <b>rubbish</b> .	Persuasiveness	Lexicalized metaphor		judgment of value, couls aslo be just lexicalized
CDB0200441017	FICTION	cdb-fragment02	441	shiver	VVG	0.382	indirect	It was raining intermittently all the time they were in the cemetery , the pines bowing and <b>shivering</b> in the wind .	Visualization			
CDB0200445013	FICTION	cdb-fragment02	445	iron	NN1	0.212	direct	In spite of the rain , the earth was still as hard as <b>iron</b> .	Visualization			
CDB0200452016	FICTION	cdb-fragment02	452	wrench	VVI	0.469	indirect	Adam closed the front door and stood there for a moment as if he could not <b>wrench</b> himself away .	Visualization			
CDB0200453012	FICTION	cdb-fragment02	453	whipping	AJ0-NN1	0.485	indirect	So much of its beauty had been stripped from it by the <b>whipping</b> winds .	Lexicalized metaphor	Visualization		
CDB0200456011	FICTION	cdb-fragment02	456	float		0.291	direct	The house that when he first saw it had seemed to <b>float on a raft of golden mist</b> , now lay in a wilderness , amidst ragged grass and straggling bushes and trees dead from the heat .	Artistic metaphor	Visualization		
CDB0200456029	FICTION	cdb-fragment02	456	straggle	VVG-AJ0	0.355	indirect	The house that when he first saw it had seemed to float on a raft of golden mist , now lay in a wilderness , amidst ragged grass and <b>straggling</b> bushes and trees dead from the heat .	Visualization			
CDB0200457003	FICTION	cdb-fragment02	457	tumble	VVD	0.343	indirect	Dirty grey clouds <b>tumbled</b> across the sky above the slate roof , now the only thing that shone , glazed with rain .	Visualization			
CDB0200457019	FICTION	cdb-fragment02	457	glaze	VVN-AJ0	0.515	indirect	Dirty grey clouds tumbled across the sky above the slate roof , now the only thing that shone , <b>glazed</b> with rain .	Visualization			
CDB0200462005	FICTION	cdb-fragment02	462	tunnel	NN1	0.353	indirect	The drift had become a <b>tunnel</b> of overgrowth that dripped water on to the roof of the van .	Visualization			
CDB0200464030	FICTION	cdb-fragment02	464	man		-0.102	direct	At the top they came out into uncompromising , bright grey light , the bleak , hedgeless lane , the flat meadows where here and there stunted trees squatted like  <b>old men in cloaks</b> .	Visualization			
CDB0200505059	FICTION	cdb-fragment02	505	predecessor	NN1	0.364	indirect	He thought , I know what my idea of heaven would be , if by heaven we mean a place of bliss in which to pass eternity : a sanctuary where one might chain-smoke without impairment of breathing , destruction of the lungs or damage to the heart , light each fresh cigarette from the glowing butt of its <b>predecessor</b> , and drink ice-free but hundred-proof chilled vodka laced with two drops of angostura and a gill of newly opened Perrier endlessly , with increasing euphoria until a peak of joy and ease was reached but without any sub-sequent nausea or pain or dehydration or oblivion …	Lexicalized metaphor			
CDB0400857006	FICTION	cdb-fragment04	857	reel	VVB	0.455	indirect	But the worst happens and you <b>reel</b> from it , you stagger , the shock is enormous , and then you begin to recover .	Visualization			
CDB0400857011	FICTION	cdb-fragment04	857	stagger	NN1	0.636	indirect	But the worst happens and you reel from it , you <b>stagger</b> , the shock is enormous , and then you begin to recover .	Visualization			
CDB0400871001	FICTION	cdb-fragment04	871	passage	NN2	0.303	indirect	The <b>passages</b> it cancelled had , in any case , as in certain programmes , not been lost but stored on some limbo disc from whence they must now be retrieved .	Lexicalized metaphor			
CDB0400881007	FICTION	cdb-fragment04	881	wolf		0.167	direct	Nemesis had still come down like the <b>wolf on the fold </b>.	Visualization	Artistic metaphor		
CDB0400892007	FICTION	cdb-fragment04	892	communicate	VVN	0.314	indirect	His own terrible fear and anger had <b>communicated</b> itself to his father and shown him what the better part of valour was : keeping silent .	Lexicalized metaphor			
CDB0400902021	FICTION	cdb-fragment04	902	spoil	VVN	0.312	indirect	If he had done the shock would have been less but on the other hand , his holiday would have been <b>spoilt</b> .	Lexicalized metaphor			
CDB0400913002	FICTION	cdb-fragment04	913	subdued	AJ0	0.5	indirect	Lewis 's <b>subdued</b> air had changed to one of high good humour .	Humour			
CDB0400914013	FICTION	cdb-fragment04	914	baptist	NN1	0.394	direct	‘ You would n't have recognized him , he looked like John the <b>Baptist</b> . ’	Social interaction			intimacy effect, reference to Baptist's iconography
CDB0400922024	FICTION	cdb-fragment04	922	concoct	VVD-VVN	0.364	indirect	He did n't know what Lewis meant about someone looking after the house but no doubt he , Adam , had at the time <b>concocted</b> some tale to keep his father quiet , to keep him away even .	Lexicalized metaphor	Humour		
CDB0400941007	FICTION	cdb-fragment04	941	omen	NN1	0.235	direct	The encounter he now saw as an <b>omen</b> , a shadow cast by a coming event .	Heuristic reasoning			
CDB0400941011	FICTION	cdb-fragment04	941	cast	VVN	0.455	indirect	The encounter he now saw as an omen , a shadow <b>cast</b> by a coming event .	Lexicalized metaphor			"Note that ""shadow"" instead would be heuristic"
CDB0400957010	FICTION	cdb-fragment04	957	suppress	VVD	0.531	indirect	Adam might have escaped the file memories for years , <b>suppressed</b> them and jerked violently away from them , but he had never been able to pretend he was unscathed by those events .	Lexicalized metaphor	Visualization		
CDB0400957013	FICTION	cdb-fragment04	957	jerk	VVD	0.486	indirect	Adam might have escaped the file memories for years , suppressed them and <b>jerked</b> violently away from them , but he had never been able to pretend he was unscathed by those events .	Lexicalized metaphor	Visualization		
CDB0400963018	FICTION	cdb-fragment04	963	dream		0.035	direct	Only once had he returned after they all left and that had been bad enough , like a <b>dream — no , like stepping into the set and scenario of some frightening film , a Hitchcock movie perhaps </b>.	Visualization			
CDB0400968003	FICTION	cdb-fragment04	968	whip	VVN	0.471	indirect	One of these <b>whipped</b> back at him and as he caught at it a thorn drove into the fleshy pad of his finger .	Visualization			
CLP0100759013	ACPROSE	clp-fragment01	759	circulate	VVN-VVD	0.324	indirect	The optimum size seems to be A3 , this is easily copied and <b>circulated</b> but is large enough to contain considerable detail .	Lexicalized metaphor			
CLP0100798008	ACPROSE	clp-fragment01	798	continuous	AJ0	0.25	indirect	The result is excessive reliance on rumour and <b>continuous</b> speculation which is not only time-consuming but is also highly deleterious in morale terms .	Visualization			
CLP0100809016	ACPROSE	clp-fragment01	809	nucleus	NN1	0.545	indirect	Given time available to train new staff it is not necessary to keep more than a <b>nucleus</b> in that particular expertise .	Lexicalized metaphor	Visualization		
CLP0100824003	ACPROSE	clp-fragment01	824	restrict	VVN	0.324	indirect	Software might be <b>restricted</b> , as in this book , to computer programs but it is sometimes used as the generic term to include all sources of information .	Lexicalized metaphor			
CLP0100844010	ACPROSE	clp-fragment01	844	design	NN1	0.324	indirect	Systematic use of a checklist often reveals faults in work <b>design</b> such as inadequate access , visibility and labelling .	Lexicalized metaphor			
CLP0100851009	ACPROSE	clp-fragment01	851	material	NN1	0.258	indirect	A routine is the most common form of instructional <b>material</b> .	Argumentative metaphor			
CLP0100863006	ACPROSE	clp-fragment01	863	situation	NN1	0.324	indirect	Rather he is informed about the <b>situation</b> and the purpose of informing him is to provide a knowledge base from which he can work out his own actions .	Lexicalized metaphor			
